Account,Oracle Super Category,Oracle Category,PRISM Commodity Level 1,PRISM Commodity Level 2,PRISM Commodity Level 3,PRISM Commodity Level 4,PRISM Commodity Level 5,iProc Product Category,PRISM Commodity Name,Category Name,Commodity Level,Account,Financial Class,Special Reporting,Purchase Type,Change Type
6430,Medical Supplies,Home Direct & Other Medical,"PD/HHD Supplies, Equipment & Expenses",Home Dialysis,Non Supply PD Expense (6430),,,,Non Supply PD Expense (6430),Non Supply PD Expense ,L3,6430 - Non Supply PD Expense,000 - N/A - General,00000 - N/A,Direct,None
6600,Medical Supplies,Direct Medical Supply Expense,Dialysis Equipment & Supplies,Lifeline Medical Supplies,Closures (6600),,,,Closures (6600),Closures ,L3,6600 - Direct Medical Supply Expense,000 - N/A - General,00000 - N/A,Direct,None
6600,Medical Supplies,Direct Medical Supply Expense,Dialysis Equipment & Supplies,Lifeline Medical Supplies,Lifeline Medical Supplies General (6600),,,,Lifeline Medical Supplies General (6600),Lifeline Medical Supplies General ,L3,6600 - Direct Medical Supply Expense,000 - N/A - General,00000 - N/A,Direct,None
6600,Medical Supplies,Direct Medical Supply Expense,Dialysis Equipment & Supplies,Lifeline Medical Supplies,Sheaths Guidewires Introducers (6600),,,,Sheaths Guidewires Introducers (6600),Sheaths Guidewires Introducers ,L3,6600 - Direct Medical Supply Expense,000 - N/A - General,00000 - N/A,Direct,None
6600,Medical Supplies,Direct Medical Supply Expense,Dialysis Equipment & Supplies,Lifeline Medical Supplies,Stents Sutures & Implanted Prosthetics (6600),,,,Stents Sutures & Implanted Prosthetics (6600),Stents Sutures & Implanted Prosthetics ,L3,6600 - Direct Medical Supply Expense,000 - N/A - General,00000 - N/A,Direct,None
6601,Medical Supplies,Dialyzer Supply Expense,Dialysis Equipment & Supplies,Dialysis Supplies,Reuse Dialyzers (6601),,,,Reuse Dialyzers (6601),Reuse Dialyzers ,L3,6601 - Reuse Dialyzer Supply Expense,000 - N/A - General,00000 - N/A,Direct,Rename
6602,Medical Supplies,Other Medical Supply Expense,Dialysis Equipment & Supplies,Medical Supplies,Indirect Medical Supply Expense (6602),,,,Indirect Medical Supply Expense (6602),Indirect Medical Supply Expense ,L3,6602 - Indirect Medical Supply Expense,,,Direct,None
6602,Medical Supplies,Other Medical Supply Expense,Dialysis Equipment & Supplies,Medical Supplies,Nutritional Supplements (6602),,,,Nutritional Supplements (6602),Nutritional Supplements ,L3,6602 - Indirect Medical Supply Expense,000 - N/A - General,00000 - N/A,Direct,None
6602,Medical Supplies,Other Medical Supply Expense,Dialysis Equipment & Supplies,Medical Supplies,Other Medical Supplies,Supplement (6602),,SUPPLEMENT,Supplement (6602),Supplement ,L4,6602 - Indirect Medical Supply Expense,000 - N/A - General,00000 - N/A,Direct,Add
6603,Medical Supplies,Direct Medical Supply Expense,Dialysis Equipment & Supplies,Dialysis Supplies,Bloodline Expense,Bag - PD (6603),,BAG - PD,Bag - PD (6603),Bag - PD ,L4,6603 - Bloodline Expense,000 - N/A - General,00000 - N/A,Direct,Add
6603,Medical Supplies,Direct Medical Supply Expense,Dialysis Equipment & Supplies,Dialysis Supplies,Bloodline Expense,Cap - PD (6603),,CAP - PD,Cap - PD (6603),Cap - PD ,L4,6603 - Bloodline Expense,000 - N/A - General,00000 - N/A,Direct,Add
6603,Medical Supplies,Direct Medical Supply Expense,Dialysis Equipment & Supplies,Dialysis Supplies,Bloodline Expense,Cap (6603),,CAP,Cap (6603),Cap ,L4,6603 - Bloodline Expense,000 - N/A - General,00000 - N/A,Direct,Add
6603,Medical Supplies,Direct Medical Supply Expense,Dialysis Equipment & Supplies,Dialysis Supplies,Bloodline Expense,Connector (6603),,CONNECTOR,Connector (6603),Connector ,L4,6603 - Bloodline Expense,000 - N/A - General,00000 - N/A,Direct,Add
6603,Medical Supplies,Direct Medical Supply Expense,Dialysis Equipment & Supplies,Dialysis Supplies,Bloodline Expense,Crit-Line - Acute (6603),,CRIT-LINE - ACUTE,Crit-Line - Acute (6603),Crit-Line - Acute ,L4,6603 - Bloodline Expense,000 - N/A - General,00000 - N/A,Direct,Add
6603,Medical Supplies,Direct Medical Supply Expense,Dialysis Equipment & Supplies,Dialysis Supplies,Bloodline Expense,Device - PD (6603),,DEVICE - PD,Device - PD (6603),Device - PD ,L4,6603 - Bloodline Expense,000 - N/A - General,00000 - N/A,Direct,Add
6603,Medical Supplies,Direct Medical Supply Expense,Dialysis Equipment & Supplies,Dialysis Supplies,Bloodline Expense,Extension Line - PD (6603),,EXTENSION LINE - PD,Extension Line - PD (6603),Extension Line - PD ,L4,6603 - Bloodline Expense,000 - N/A - General,00000 - N/A,Direct,Add
6603,Medical Supplies,Direct Medical Supply Expense,Dialysis Equipment & Supplies,Dialysis Supplies,Bloodline Expense,Manifold - PD (6603),,MANIFOLD - PD,Manifold - PD (6603),Manifold - PD ,L4,6603 - Bloodline Expense,000 - N/A - General,00000 - N/A,Direct,Add
6603,Medical Supplies,Direct Medical Supply Expense,Dialysis Equipment & Supplies,Dialysis Supplies,Bloodline Expense,N (6603),,N,N (6603),N ,L4,6603 - Bloodline Expense,000 - N/A - General,00000 - N/A,Direct,Add
6603,Medical Supplies,Direct Medical Supply Expense,Dialysis Equipment & Supplies,Dialysis Supplies,Bloodline Expense,Set - PD (6603),,SET - PD,Set - PD (6603),Set - PD ,L4,6603 - Bloodline Expense,000 - N/A - General,00000 - N/A,Direct,Add
6603,Medical Supplies,Direct Medical Supply Expense,Dialysis Equipment & Supplies,Dialysis Supplies,Bloodline Expense,Set (6603),,SET,Set (6603),Set ,L4,6603 - Bloodline Expense,000 - N/A - General,00000 - N/A,Direct,Add
6603,Medical Supplies,Direct Medical Supply Expense,Dialysis Equipment & Supplies,Dialysis Supplies,Bloodline Expense,Transducer Protector (6603),,TRANSDUCER PROTECTOR,Transducer Protector (6603),Transducer Protector ,L4,6603 - Bloodline Expense,000 - N/A - General,00000 - N/A,Direct,Add
6603,Medical Supplies,Direct Medical Supply Expense,Dialysis Equipment & Supplies,Dialysis Supplies,Bloodline Expense,Bloodlines (6603),,BLOODLINE,Bloodlines (6603),Bloodlines ,L4,6603 - Bloodline Expense,000 - N/A - General,00000 - N/A,Direct,None
6604,Medical Supplies,Direct Medical Supply Expense,Dialysis Equipment & Supplies,Dialysis Supplies,Acid Expense,Acid Concentrate (6604),,ACID CONCENTRATE,Acid Concentrate (6604),Acid Concentrate ,L4,6604 - Acid Expense,000 - N/A - General,00000 - N/A,Direct,Change L3
6604,Medical Supplies,Direct Medical Supply Expense,Dialysis Equipment & Supplies,Dialysis Supplies,Acid Expense,Canister (6604),,CANISTER,Canister (6604),Canister ,L4,6604 - Acid Expense,000 - N/A - General,00000 - N/A,Direct,Add
6604,Medical Supplies,Direct Medical Supply Expense,Dialysis Equipment & Supplies,Dialysis Supplies,Acid Expense,Dianeal - PD (6604),,DIANEAL - PD,Dianeal - PD (6604),Dianeal - PD ,L4,6604 - Acid Expense,000 - N/A - General,00000 - N/A,Direct,Add
6604,Medical Supplies,Direct Medical Supply Expense,Dialysis Equipment & Supplies,Dialysis Supplies,Acid Expense,Extraneal - PD (6604),,EXTRANEAL - PD,Extraneal - PD (6604),Extraneal - PD ,L4,6604 - Acid Expense,000 - N/A - General,00000 - N/A,Direct,Add
6604,Medical Supplies,Direct Medical Supply Expense,Dialysis Equipment & Supplies,Dialysis Supplies,Acid Expense,Saline - PD (6604),,SALINE - PD,Saline - PD (6604),Saline - PD ,L4,6604 - Acid Expense,000 - N/A - General,00000 - N/A,Direct,Add
6604,Medical Supplies,Direct Medical Supply Expense,Dialysis Equipment & Supplies,Dialysis Supplies,Acid Expense,Spare Parts - Jug (6604),,SPARE PARTS - JUG,Spare Parts - Jug (6604),Spare Parts - Jug ,L4,6604 - Acid Expense,000 - N/A - General,00000 - N/A,Direct,Add
6604,Medical Supplies,Direct Medical Supply Expense,Dialysis Equipment & Supplies,Dialysis Supplies,Acid Expense,Spare Parts - Wand (6604),,SPARE PARTS - WAND,Spare Parts - Wand (6604),Spare Parts - Wand ,L4,6604 - Acid Expense,000 - N/A - General,00000 - N/A,Direct,Add
6604,Medical Supplies,Direct Medical Supply Expense,Dialysis Equipment & Supplies,Dialysis Supplies,Acid Expense,Bicarbonate (6604),,BICARBONATE,Bicarbonate (6604),Bicarbonate ,L4,6604 - Acid Expense,000 - N/A - General,00000 - N/A,Direct,Change L3
6604,Medical Supplies,Direct Medical Supply Expense,Dialysis Equipment & Supplies,Dialysis Supplies,Acid Expense,Dianeal (6604),,,Dianeal (6604),Dianeal ,L4,6604 - Acid Expense,000 - N/A - General,00000 - N/A,Direct,Change L3
6605,Medical Supplies,Direct Medical Supply Expense,Pharma,Dialysis Medication,Anticoagulant (6605),,,ANTICOAGULANT,Anticoagulant (6605),Anticoagulant ,L3,6605 - Heparin Expense,000 - N/A - General,00000 - N/A,Direct,Add
6605,Medical Supplies,Direct Medical Supply Expense,Pharma,Dialysis Medication,Heparin (6605),,,PHARMA - HEPARIN,Heparin (6605),Heparin ,L3,6605 - Heparin Expense,000 - N/A - General,00000 - N/A,Direct,None
6605,Medical Supplies,Direct Medical Supply Expense,Pharma,Dialysis Medication,Pharma - Argatroban (6605),,,PHARMA - ARGATROBAN,Pharma - Argatroban (6605),Pharma - Argatroban ,L3,6605 - Heparin Expense,000 - N/A - General,00000 - N/A,Direct,Add
6606,Medical Supplies,Direct Medical Supply Expense,Dialysis Equipment & Supplies,Medical Supplies,Saline (6606),,,SODIUM CHLORIDE,Saline (6606),Saline ,L3,6606 - Saline Expense,000 - N/A - General,00000 - N/A,Direct,None
6607,Medical Supplies,Direct Medical Supply Expense,Dialysis Equipment & Supplies,Medical Supplies,Syringe and Needle Expense,Fistula Needles (6607),,NEEDLE - FISTULA,Fistula Needles (6607),Fistula Needles ,L4,6607 - Syringe and Needle Expense,000 - N/A - General,00000 - N/A,Direct,Change L3
6607,Medical Supplies,Direct Medical Supply Expense,Dialysis Equipment & Supplies,Medical Supplies,Syringe and Needle Expense,Needle - PD (6607),,NEEDLE - PD,Needle - PD (6607),Needle - PD ,L4,6607 - Syringe and Needle Expense,000 - N/A - General,00000 - N/A,Direct,Add
6607,Medical Supplies,Direct Medical Supply Expense,Dialysis Equipment & Supplies,Medical Supplies,Syringe and Needle Expense,Needle (6607),,NEEDLE,Needle (6607),Needle ,L4,6607 - Syringe and Needle Expense,000 - N/A - General,00000 - N/A,Direct,Add
6607,Medical Supplies,Direct Medical Supply Expense,Dialysis Equipment & Supplies,Medical Supplies,Syringe and Needle Expense,Syringes (6607),,SYRINGE,Syringes (6607),Syringes ,L4,6607 - Syringe and Needle Expense,000 - N/A - General,00000 - N/A,Direct,Change L3
6608,Medical Supplies,Direct Medical Supply Expense,Dialysis Equipment & Supplies,Medical Supplies,Gloves (6608),,,GLOVE,Gloves (6608),Gloves ,L3,6608 - Glove Expense,000 - N/A - General,00000 - N/A,Direct,None
6609,Medical Supplies,Direct Medical Supply Expense,Dialysis Equipment & Supplies,Dialysis Supplies,Bicarb Expense (6609),,,,Bicarb Expense (6609),Bicarb Expense ,L3,6609 - Bicarb Expense,,,Direct,None
6610,Medical Supplies,Other Medical Supply Expense,Dialysis Equipment & Supplies,Medical Supplies,Access Care (6610),,,,Access Care (6610),Access Care ,L3,6610 - Other Med Supply Expense,000 - N/A - General,00000 - N/A,Direct,None
6610,Medical Supplies,Other Medical Supply Expense,Dialysis Equipment & Supplies,Medical Supplies,Other Med Supply Expense,Catheter Supplies (6610),,,Catheter Supplies (6610),Catheter Supplies ,L4,6610 - Other Med Supply Expense,000 - N/A - General,00000 - N/A,Direct,Change L3
6610,Medical Supplies,Other Medical Supply Expense,Dialysis Equipment & Supplies,Medical Supplies,Other Med Supply Expense,Face Shield (6610),,FACE SHIELD,Face Shield (6610),Face Shield ,L4,6610 - Other Med Supply Expense,000 - N/A - General,00000 - N/A,Direct,Add
6610,Medical Supplies,Other Medical Supply Expense,Dialysis Equipment & Supplies,Medical Supplies,Other Med Supply Expense,Glasses (6610),,GLASSES,Glasses (6610),Glasses ,L4,6610 - Other Med Supply Expense,000 - N/A - General,00000 - N/A,Direct,Add
6610,Medical Supplies,Other Medical Supply Expense,Dialysis Equipment & Supplies,Medical Supplies,Other Med Supply Expense,Headcover (6610),,HEADCOVER,Headcover (6610),Headcover ,L4,6610 - Other Med Supply Expense,000 - N/A - General,00000 - N/A,Direct,Add
6610,Medical Supplies,Other Medical Supply Expense,Dialysis Equipment & Supplies,Medical Supplies,Other Med Supply Expense,Face Protection (6610),,,Face Protection (6610),Face Protection ,L4,6610 - Other Med Supply Expense,000 - N/A - General,00000 - N/A,Direct,Change L3
6610,Medical Supplies,Other Medical Supply Expense,Dialysis Equipment & Supplies,Medical Supplies,Other Med Supply Expense,Lab Coat (6610),,LAB COAT,Lab Coat (6610),Lab Coat ,L4,6610 - Other Med Supply Expense,000 - N/A - General,00000 - N/A,Direct,Add
6610,Medical Supplies,Other Medical Supply Expense,Dialysis Equipment & Supplies,Medical Supplies,Other Med Supply Expense,Garments (6610),,,Garments (6610),Garments ,L4,6610 - Other Med Supply Expense,000 - N/A - General,00000 - N/A,Direct,Change L3
6610,Medical Supplies,Other Medical Supply Expense,Dialysis Equipment & Supplies,Medical Supplies,Other Med Supply Expense,Adapter (6610),,ADAPTER,Adapter (6610),Adapter ,L4,6610 - Other Med Supply Expense,000 - N/A - General,00000 - N/A,Direct,Add
6610,Medical Supplies,Other Medical Supply Expense,Dialysis Equipment & Supplies,Medical Supplies,Other Med Supply Expense,Adhesive (6610),,ADHESIVE,Adhesive (6610),AdhesIVe ,L4,6610 - Other Med Supply Expense,000 - N/A - General,00000 - N/A,Direct,Add
6610,Medical Supplies,Other Medical Supply Expense,Dialysis Equipment & Supplies,Medical Supplies,Other Med Supply Expense,Adhesive Remover (6610),,ADHESIVE REMOVER,Adhesive Remover (6610),AdhesIVe Remover ,L4,6610 - Other Med Supply Expense,000 - N/A - General,00000 - N/A,Direct,Add
6610,Medical Supplies,Other Medical Supply Expense,Dialysis Equipment & Supplies,Medical Supplies,Other Med Supply Expense,Airway (6610),,AIRWAY,Airway (6610),Airway ,L4,6610 - Other Med Supply Expense,000 - N/A - General,00000 - N/A,Direct,Add
6610,Medical Supplies,Other Medical Supply Expense,Dialysis Equipment & Supplies,Medical Supplies,Other Med Supply Expense,Ambu Bag (6610),,AMBU BAG,Ambu Bag (6610),Ambu Bag ,L4,6610 - Other Med Supply Expense,000 - N/A - General,00000 - N/A,Direct,Add
6610,Medical Supplies,Other Medical Supply Expense,Dialysis Equipment & Supplies,Medical Supplies,Other Med Supply Expense,Analyzer (6610),,ANALYZER,Analyzer (6610),Analyzer ,L4,6610 - Other Med Supply Expense,000 - N/A - General,00000 - N/A,Direct,Add
6610,Medical Supplies,Other Medical Supply Expense,Dialysis Equipment & Supplies,Medical Supplies,Other Med Supply Expense,Angiocath (6610),,ANGIOCATH,Angiocath (6610),Angiocath ,L4,6610 - Other Med Supply Expense,000 - N/A - General,00000 - N/A,Direct,Add
6610,Medical Supplies,Other Medical Supply Expense,Dialysis Equipment & Supplies,Medical Supplies,Other Med Supply Expense,Antiseptic - PD (6610),,ANTISEPTIC - PD,Antiseptic - PD (6610),Antiseptic - PD ,L4,6610 - Other Med Supply Expense,000 - N/A - General,00000 - N/A,Direct,Add
6610,Medical Supplies,Other Medical Supply Expense,Dialysis Equipment & Supplies,Medical Supplies,Other Med Supply Expense,Antiseptic (6610),,ANTISEPTIC,Antiseptic (6610),Antiseptic ,L4,6610 - Other Med Supply Expense,000 - N/A - General,00000 - N/A,Direct,Add
6610,Medical Supplies,Other Medical Supply Expense,Dialysis Equipment & Supplies,Medical Supplies,Other Med Supply Expense,Applicator - PD (6610),,APPLICATOR - PD,Applicator - PD (6610),Applicator - PD ,L4,6610 - Other Med Supply Expense,000 - N/A - General,00000 - N/A,Direct,Add
6610,Medical Supplies,Other Medical Supply Expense,Dialysis Equipment & Supplies,Medical Supplies,Other Med Supply Expense,Arm (6610),,ARM,Arm (6610),Arm ,L4,6610 - Other Med Supply Expense,000 - N/A - General,00000 - N/A,Direct,Add
6610,Medical Supplies,Other Medical Supply Expense,Dialysis Equipment & Supplies,Medical Supplies,Other Med Supply Expense,Arm Board (6610),,ARM BOARD,Arm Board (6610),Arm Board ,L4,6610 - Other Med Supply Expense,000 - N/A - General,00000 - N/A,Direct,Add
6610,Medical Supplies,Other Medical Supply Expense,Dialysis Equipment & Supplies,Medical Supplies,Other Med Supply Expense,Aspirator (6610),,ASPIRATOR,Aspirator (6610),Aspirator ,L4,6610 - Other Med Supply Expense,000 - N/A - General,00000 - N/A,Direct,Add
6610,Medical Supplies,Other Medical Supply Expense,Dialysis Equipment & Supplies,Medical Supplies,Other Med Supply Expense,Bandage (6610),,BANDAGE,Bandage (6610),Bandage ,L4,6610 - Other Med Supply Expense,000 - N/A - General,00000 - N/A,Direct,Add
6610,Medical Supplies,Other Medical Supply Expense,Dialysis Equipment & Supplies,Medical Supplies,Other Med Supply Expense,Bedpan (6610),,BEDPAN,Bedpan (6610),Bedpan ,L4,6610 - Other Med Supply Expense,000 - N/A - General,00000 - N/A,Direct,Add
6610,Medical Supplies,Other Medical Supply Expense,Dialysis Equipment & Supplies,Medical Supplies,Other Med Supply Expense,Belt (6610),,BELT,Belt (6610),Belt ,L4,6610 - Other Med Supply Expense,000 - N/A - General,00000 - N/A,Direct,Add
6610,Medical Supplies,Other Medical Supply Expense,Dialysis Equipment & Supplies,Medical Supplies,Other Med Supply Expense,Bite Stick (6610),,BITE STICK,Bite Stick (6610),Bite Stick ,L4,6610 - Other Med Supply Expense,000 - N/A - General,00000 - N/A,Direct,Add
6610,Medical Supplies,Other Medical Supply Expense,Dialysis Equipment & Supplies,Medical Supplies,Other Med Supply Expense,Bleach (6610),,BLEACH,Bleach (6610),Bleach ,L4,6610 - Other Med Supply Expense,000 - N/A - General,00000 - N/A,Direct,Add
6610,Medical Supplies,Other Medical Supply Expense,Dialysis Equipment & Supplies,Medical Supplies,Other Med Supply Expense,Blood Collection (6610),,BLOOD COLLECTION,Blood Collection (6610),Blood Collection ,L4,6610 - Other Med Supply Expense,000 - N/A - General,00000 - N/A,Direct,Add
6610,Medical Supplies,Other Medical Supply Expense,Dialysis Equipment & Supplies,Medical Supplies,Other Med Supply Expense,Blood Pressure (6610),,BLOOD PRESSURE,Blood Pressure (6610),Blood Pressure ,L4,6610 - Other Med Supply Expense,000 - N/A - General,00000 - N/A,Direct,Add
6610,Medical Supplies,Other Medical Supply Expense,Dialysis Equipment & Supplies,Medical Supplies,Other Med Supply Expense,Board (6610),,BOARD,Board (6610),Board ,L4,6610 - Other Med Supply Expense,000 - N/A - General,00000 - N/A,Direct,Add
6610,Medical Supplies,Other Medical Supply Expense,Dialysis Equipment & Supplies,Medical Supplies,Other Med Supply Expense,Bracket (6610),,BRACKET,Bracket (6610),Bracket ,L4,6610 - Other Med Supply Expense,000 - N/A - General,00000 - N/A,Direct,Add
6610,Medical Supplies,Other Medical Supply Expense,Dialysis Equipment & Supplies,Medical Supplies,Other Med Supply Expense,Cannula (6610),,CANNULA,Cannula (6610),Cannula ,L4,6610 - Other Med Supply Expense,000 - N/A - General,00000 - N/A,Direct,Add
6610,Medical Supplies,Other Medical Supply Expense,Dialysis Equipment & Supplies,Medical Supplies,Other Med Supply Expense,Cap - Catheter (6610),,CAP - CATHETER,Cap - Catheter (6610),Cap - Catheter ,L4,6610 - Other Med Supply Expense,000 - N/A - General,00000 - N/A,Direct,Add
6610,Medical Supplies,Other Medical Supply Expense,Dialysis Equipment & Supplies,Medical Supplies,Other Med Supply Expense,Cap - Clearguard (6610),,CAP - CLEARGUARD,Cap - Clearguard (6610),Cap - Clearguard ,L4,6610 - Other Med Supply Expense,000 - N/A - General,00000 - N/A,Direct,Add
6610,Medical Supplies,Other Medical Supply Expense,Dialysis Equipment & Supplies,Medical Supplies,Other Med Supply Expense,Cap - Curos (6610),,CAP - CUROS,Cap - Curos (6610),Cap - Curos ,L4,6610 - Other Med Supply Expense,000 - N/A - General,00000 - N/A,Direct,Add
6610,Medical Supplies,Other Medical Supply Expense,Dialysis Equipment & Supplies,Medical Supplies,Other Med Supply Expense,Carrier (6610),,CARRIER,Carrier (6610),Carrier ,L4,6610 - Other Med Supply Expense,000 - N/A - General,00000 - N/A,Direct,Add
6610,Medical Supplies,Other Medical Supply Expense,Dialysis Equipment & Supplies,Medical Supplies,Other Med Supply Expense,Cart (6610),,CART,Cart (6610),Cart ,L4,6610 - Other Med Supply Expense,000 - N/A - General,00000 - N/A,Direct,Add
6610,Medical Supplies,Other Medical Supply Expense,Dialysis Equipment & Supplies,Medical Supplies,Other Med Supply Expense,Case - PD (6610),,CASE - PD,Case - PD (6610),Case - PD ,L4,6610 - Other Med Supply Expense,000 - N/A - General,00000 - N/A,Direct,Add
6610,Medical Supplies,Other Medical Supply Expense,Dialysis Equipment & Supplies,Medical Supplies,Other Med Supply Expense,Catheter (6610),,CATHETER,Catheter (6610),Catheter ,L4,6610 - Other Med Supply Expense,000 - N/A - General,00000 - N/A,Direct,Add
6610,Medical Supplies,Other Medical Supply Expense,Dialysis Equipment & Supplies,Medical Supplies,Other Med Supply Expense,Chain (6610),,CHAIN,Chain (6610),Chain ,L4,6610 - Other Med Supply Expense,000 - N/A - General,00000 - N/A,Direct,Add
